id,@context,@type,@id,name,image,description,sku,gtin13,brand.@type,brandname,url,offers.@type,offers.url,offers.priceCurrency,offers.price,offers.itemCondition,offers.availability,aggregateRating.@type,aggregateRating.ratingValue,aggregateRating.ratingCount,aggregateRating.reviewCount,dt_created,kategori
2693,https://schema.org/,Product,https://www.trendyol.com/biovea/pueraria-mirifica-gogus-buyutucu-gida-takviyesi-kapsul-p-735062433#baseproduct,"Biovea Pueraria Mirifica Göğüs Büyütücü Gıda Takviyesi Kapsül","https://cdn.dsmcdn.com/ty971/product/media/images/20230720/15/395254773/966529067/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty970/product/media/images/20230720/15/395254773/966529067/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty971/product/media/images/20230720/15/395254773/966529067/3/3_org_zoom.jpg",""Biovea Pueraria Mirifica Göğüs Büyütücü Gıda Takviyesi Kapsül yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",735062433,8652965823052,Brand,Biovea,https://www.trendyol.com/biovea/pueraria-mirifica-gogus-buyutucu-gida-takviyesi-kapsul-p-735062433,Offer,https://www.trendyol.com/biovea/pueraria-mirifica-gogus-buyutucu-gida-takviyesi-kapsul-p-735062433,TRY,499,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,10,5,"2023-12-12 16:08:08",mineral-x-c106093
2694,https://schema.org/,Product,https://www.trendyol.com/schussler/dr-tuzlari-nr-4-kalium-chloratum-400-tablet-gida-takviyesi-p-52776673#baseproduct,"Schüssler Dr. Tuzları Nr:4 | Kalium Chloratum | 400 Tablet Gıda Takviyesi",https://cdn.dsmcdn.com/ty335/product/media/images/20220217/17/51892752/93871336/1/1_org_zoom.jpg,""Schüssler Dr. Tuzları Nr:4 | Kalium Chloratum | 400 Tablet Gıda Takviyesi yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",52776673,VST8680474330043,Brand,Schüssler,https://www.trendyol.com/schussler/dr-tuzlari-nr-4-kalium-chloratum-400-tablet-gida-takviyesi-p-52776673,Offer,https://www.trendyol.com/schussler/dr-tuzlari-nr-4-kalium-chloratum-400-tablet-gida-takviyesi-p-52776673,TRY,250,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,84,43,"2023-12-12 16:08:10",mineral-x-c106093
2695,https://schema.org/,Product,https://www.trendyol.com/aromel/selenyum-120-tablet-set-2-lugol-30-ml-iyot-damlasi-p-470289176#baseproduct,"Aromel Selenyum 120 Tablet | Set | %2 Lugol 30 Ml Iyot Damlası",https://cdn.dsmcdn.com/ty680/product/media/images/20230109/16/255049763/670346179/1/1_org_zoom.jpg,""Aromel Selenyum 120 Tablet | Set | %2 Lugol 30 Ml Iyot Damlası yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",470289176,8682690519226,Brand,Aromel,https://www.trendyol.com/aromel/selenyum-120-tablet-set-2-lugol-30-ml-iyot-damlasi-p-470289176,Offer,https://www.trendyol.com/aromel/selenyum-120-tablet-set-2-lugol-30-ml-iyot-damlasi-p-470289176,TRY,223.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,5,6,3,"2023-12-12 16:08:10",mineral-x-c106093
2696,https://schema.org/,Product,https://www.trendyol.com/nevfix/magnesium-citrate-magnezyum-vitamin-b6-120-tablet-p-142886920#baseproduct,"Nevfix Magnesium Citrate Magnezyum Vitamin B6 120 Tablet","https://cdn.dsmcdn.com/ty171/product/media/images/20210910/18/128678060/240325764/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty171/product/media/images/20210910/18/128678060/240325764/2/2_org_zoom.jpg",""Nevfix Magnesium Citrate Magnezyum Vitamin B6 120 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",142886920,9252501567852,Brand,Nevfix,https://www.trendyol.com/nevfix/magnesium-citrate-magnezyum-vitamin-b6-120-tablet-p-142886920,Offer,https://www.trendyol.com/nevfix/magnesium-citrate-magnezyum-vitamin-b6-120-tablet-p-142886920,TRY,217.55,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,42,26,"2023-12-12 16:08:12",mineral-x-c106093
2697,https://schema.org/,Product,https://www.trendyol.com/aromel/magnezyum-biglisinat-100-gr-magnesium-bisglycinate-p-683012303#baseproduct,"Aromel Magnezyum Biglisinat | 100 Gr | Magnesium Bisglycinate",https://cdn.dsmcdn.com/ty811/product/media/images/20230405/9/318728809/903906664/1/1_org_zoom.jpg,""Aromel Magnezyum Biglisinat | 100 Gr | Magnesium Bisglycinate yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",683012303,8682690033234,Brand,Aromel,https://www.trendyol.com/aromel/magnezyum-biglisinat-100-gr-magnesium-bisglycinate-p-683012303,Offer,https://www.trendyol.com/aromel/magnezyum-biglisinat-100-gr-magnesium-bisglycinate-p-683012303,TRY,381.38,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,5,2,1,"2023-12-12 16:08:13",mineral-x-c106093
2698,https://schema.org/,Product,https://www.trendyol.com/aromel/glukozamin-kondroitin-msm-max-complex-60-tablet-uk-formul-boswellia-bromelain-oleuropei-p-694978819#baseproduct,"Aromel Glukozamin Kondroitin Msm, Max Complex | 60 Tablet | Uk FormÃ¼l, Boswellia,bromelain,oleuropei","https://cdn.dsmcdn.com/ty843/product/media/images/20230425/17/331910887/918981117/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty843/product/media/images/20230425/17/331910887/918981117/2/2_org_zoom.jpg",""Aromel Glukozamin Kondroitin Msm, Max Complex | 60 Tablet | Uk FormÃ¼l, Boswellia,bromelain,oleuropei yorumlarÄ±nÄ± inceleyin, Trendyol'a Ã¶zel indirimli fiyata satÄ±n alÄ±n."",694978819,8682690033265,Brand,Aromel,https://www.trendyol.com/aromel/glukozamin-kondroitin-msm-max-complex-60-tablet-uk-formul-boswellia-bromelain-oleuropei-p-694978819,Offer,https://www.trendyol.com/aromel/glukozamin-kondroitin-msm-max-complex-60-tablet-uk-formul-boswellia-bromelain-oleuropei-p-694978819,TRY,349,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,5,52,49,"2023-12-12 16:08:14",mineral-x-c106093
2699,https://schema.org/,Product,https://www.trendyol.com/tabder-ilac-ve-kimya-san/valorvita-trimag-magnezyum-p-376484809#baseproduct,"Tabder Ä°laÃ§ ve Kimya San Valorvita Trimag Magnezyum","https://cdn.dsmcdn.com/ty585/product/media/images/20221103/22/206954946/608387751/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty587/product/media/images/20221103/22/206954946/608387751/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty586/product/media/images/20221103/22/206954946/608387751/3/3_org_zoom.jpg",""Tabder Ä°laÃ§ ve Kimya San Valorvita Trimag Magnezyum yorumlarÄ±nÄ± inceleyin, Trendyol'a Ã¶zel indirimli fiyata satÄ±n alÄ±n."",376484809,8683249387211,Brand,"Tabder Ä°laÃ§ ve Kimya San",https://www.trendyol.com/tabder-ilac-ve-kimya-san/valorvita-trimag-magnezyum-p-376484809,Offer,https://www.trendyol.com/tabder-ilac-ve-kimya-san/valorvita-trimag-magnezyum-p-376484809,TRY,149.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,119,71,"2023-12-12 16:08:16",mineral-x-c106093
2700,https://schema.org/,Product,https://www.trendyol.com/sorvagen/brewer-s-yeast-bira-mayasi-vitamin-b12-anne-sutu-arttirici-250-tablet-p-694661193#baseproduct,""Sorvagen Brewer's Yeast (Bira Mayası) Vitamin B12 Anne Sütü Arttırıcı 250 Tablet"","https://cdn.dsmcdn.com/ty845/product/media/images/20230424/10/331342184/918381810/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty843/product/media/images/20230424/10/331342184/918381810/2/2_org_zoom.jpg",""Sorvagen Brewer's Yeast (Bira Mayası) Vitamin B12 Anne Sütü Arttırıcı 250 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",694661193,8680057351762,Brand,Sorvagen,https://www.trendyol.com/sorvagen/brewer-s-yeast-bira-mayasi-vitamin-b12-anne-sutu-arttirici-250-tablet-p-694661193,Offer,https://www.trendyol.com/sorvagen/brewer-s-yeast-bira-mayasi-vitamin-b12-anne-sutu-arttirici-250-tablet-p-694661193,TRY,240,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,58,51,"2023-12-12 16:08:16",mineral-x-c106093
2701,https://schema.org/,Product,https://www.trendyol.com/aromel/iyot-takviyesi-sprey-baslikli-150-mcg-gliserin-iyot-gida-takviyesi-fda-onayli-p-346973206#baseproduct,"Aromel Iyot Takviyesi Sprey BaÅŸlÄ±klÄ± | 150 Mcg | Gliserin Iyot , GÄ±da Takviyesi, Fda OnaylÄ±","https://cdn.dsmcdn.com/ty556/product/media/images/20221010/11/190289837/555551304/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty556/product/media/images/20221010/11/190289837/555551304/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty556/product/media/images/20221010/11/190289837/555551304/3/3_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty555/product/media/images/20221010/11/190289837/555551304/4/4_org_zoom",""Aromel Iyot Takviyesi Sprey BaÅŸlÄ±klÄ± | 150 Mcg | Gliserin Iyot , GÄ±da Takviyesi, Fda OnaylÄ± yorumlarÄ±nÄ± inceleyin, Trendyol'a Ã¶zel indirimli fiyata satÄ±n alÄ±n."",346973206,8682690648575,Brand,Aromel,https://www.trendyol.com/aromel/iyot-takviyesi-sprey-baslikli-150-mcg-gliserin-iyot-gida-takviyesi-fda-onayli-p-346973206,Offer,https://www.trendyol.com/aromel/iyot-takviyesi-sprey-baslikli-150-mcg-gliserin-iyot-gida-takviyesi-fda-onayli-p-346973206,TRY,99,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,70,56,"2023-12-12 16:08:19",mineral-x-c106093
2702,https://schema.org/,Product,https://www.trendyol.com/schussler/dr-tuzlari-nr-11-silicea-400-tablet-gida-takviyesi-p-52526315#baseproduct,"Schüssler Dr. Tuzları Nr:11 | Silicea | 400 Tablet Gıda Takviyesi",https://cdn.dsmcdn.com/ty466/product/media/images/20220701/17/133471707/93325709/1/1_org_zoom.jpg,""Schüssler Dr. Tuzları Nr:11 | Silicea | 400 Tablet Gıda Takviyesi yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",52526315,VST8680474330111,Brand,Schüssler,https://www.trendyol.com/schussler/dr-tuzlari-nr-11-silicea-400-tablet-gida-takviyesi-p-52526315,Offer,https://www.trendyol.com/schussler/dr-tuzlari-nr-11-silicea-400-tablet-gida-takviyesi-p-52526315,TRY,255,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.5,95,48,"2023-12-12 16:08:20",mineral-x-c106093
2703,https://schema.org/,Product,https://www.trendyol.com/schussler/tuzlari-actomins-nr-9-natrium-phosphoricum-400-tablet-p-252911533#baseproduct,"SchÃ¼ssler TuzlarÄ± Actomins Nr:9 | Natrium Phosphoricum | 400 Tablet","https://cdn.dsmcdn.com/ty349/product/media/images/20220304/21/62881910/404091740/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty349/product/media/images/20220304/21/62881910/404091740/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty350/product/media/images/20220304/21/62881910/404091740/3/3_org_zoom.jpg",""SchÃ¼ssler TuzlarÄ± Actomins Nr:9 | Natrium Phosphoricum | 400 Tablet yorumlarÄ±nÄ± inceleyin, Trendyol'a Ã¶zel indirimli fiyata satÄ±n alÄ±n."",252911533,8680152465364,Brand,SchÃ¼ssler,https://www.trendyol.com/schussler/tuzlari-actomins-nr-9-natrium-phosphoricum-400-tablet-p-252911533,Offer,https://www.trendyol.com/schussler/tuzlari-actomins-nr-9-natrium-phosphoricum-400-tablet-p-252911533,TRY,255,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,20,14,"2023-12-12 16:08:21",mineral-x-c106093
2704,https://schema.org/,Product,https://www.trendyol.com/zeodust/zeolit-mha-micronized-head-activated-zeolite-p-335063022#baseproduct,"Zeodust Zeolit Mha Micronized Head Activated Zeolite","https://cdn.dsmcdn.com/ty963/product/media/images/20230713/2/393406298/533788815/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty963/product/media/images/20230713/2/393406298/533788815/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty963/product/media/images/20230713/2/393406298/533788815/3/3_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty964/product/media/images/20230713/2/393406298/533788815/4/4_org_zoom.jpg",""Zeodust Zeolit Mha Micronized Head Activated Zeolite yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",335063022,8683463766991,Brand,Zeodust,https://www.trendyol.com/zeodust/zeolit-mha-micronized-head-activated-zeolite-p-335063022,Offer,https://www.trendyol.com/zeodust/zeolit-mha-micronized-head-activated-zeolite-p-335063022,TRY,217.7,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,254,173,"2023-12-12 16:08:22",mineral-x-c106093
2705,https://schema.org/,Product,https://www.trendyol.com/aromel/msm-metil-sulfonil-metan-45-adet-sase-methyl-sulfonyl-methane-135-gr-p-664903666#baseproduct,"Aromel Msm Metil Sülfonil Metan | 45 Adet Şase | ?methyl Sulfonyl Methane | 135 Gr","https://cdn.dsmcdn.com/ty767/product/media/images/20230307/11/298350214/879723964/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty767/product/media/images/20230307/11/298350214/879723964/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty767/product/media/images/20230307/11/298350214/879723964/3/3_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty766/product/media/images/20230307/11/298350214/879723964/4/4_org_zoom",""Aromel Msm Metil Sülfonil Metan | 45 Adet Şase | ?methyl Sulfonyl Methane | 135 Gr yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",664903666,8682690033241,Brand,Aromel,https://www.trendyol.com/aromel/msm-metil-sulfonil-metan-45-adet-sase-methyl-sulfonyl-methane-135-gr-p-664903666,Offer,https://www.trendyol.com/aromel/msm-metil-sulfonil-metan-45-adet-sase-methyl-sulfonyl-methane-135-gr-p-664903666,TRY,194.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,5,58,55,"2023-12-12 16:08:24",mineral-x-c106093
2706,https://schema.org/,Product,https://www.trendyol.com/schussler/dr-tuzlari-nr-12-calciumsulfuricum-400-tablet-p-127508578#baseproduct,"SchÃ¼ssler Dr. TuzlarÄ± Nr. 12 | Calciumsulfuricum | 400 Tablet","https://cdn.dsmcdn.com/ty295/product/media/images/20220117/13/27404952/213198515/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty294/product/media/images/20220117/13/27404952/213198515/2/2_org_zoom.jpg",""SchÃ¼ssler Dr. TuzlarÄ± Nr. 12 | Calciumsulfuricum | 400 Tablet yorumlarÄ±nÄ± inceleyin, Trendyol'a Ã¶zel indirimli fiyata satÄ±n alÄ±n."",127508578,868047433012O,Brand,SchÃ¼ssler,https://www.trendyol.com/schussler/dr-tuzlari-nr-12-calciumsulfuricum-400-tablet-p-127508578,Offer,https://www.trendyol.com/schussler/dr-tuzlari-nr-12-calciumsulfuricum-400-tablet-p-127508578,TRY,254,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,17,8,"2023-12-12 16:08:25",mineral-x-c106093
2707,https://schema.org/,Product,https://www.trendyol.com/erbatab/betain-hcl-pepsin-takviye-edici-gida-60-kapsul-p-654523715#baseproduct,"Erbatab Betain HCL + Pepsin Takviye Edici Gıda 60 Kapsül","https://cdn.dsmcdn.com/ty813/product/media/images/20230405/9/318722061/865522732/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty804/product/media/images/20230331/10/316096980/865522732/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty809/product/media/images/20230331/10/316096980/865522732/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty804/product/media/images/20230331/10/316096980/865522732/3/3_org_zoom.",""Erbatab Betain HCL + Pepsin Takviye Edici Gıda 60 Kapsül yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",654523715,8683735224129,Brand,Erbatab,https://www.trendyol.com/erbatab/betain-hcl-pepsin-takviye-edici-gida-60-kapsul-p-654523715,Offer,https://www.trendyol.com/erbatab/betain-hcl-pepsin-takviye-edici-gida-60-kapsul-p-654523715,TRY,275,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,19,11,"2023-12-12 16:08:26",mineral-x-c106093
2708,https://schema.org/,Product,https://www.trendyol.com/schussler/dr-tuzlari-nr-10-natriumsulfuricum-400-tablet-p-127508851#baseproduct,"Schüssler Dr. Tuzları Nr; 10 | Natriumsulfuricum | 400 Tablet",https://cdn.dsmcdn.com/ty465/product/media/images/20220701/17/133471719/213199146/1/1_org_zoom.jpg,""Schüssler Dr. Tuzları Nr; 10 | Natriumsulfuricum | 400 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",127508851,868047433010O,Brand,Schüssler,https://www.trendyol.com/schussler/dr-tuzlari-nr-10-natriumsulfuricum-400-tablet-p-127508851,Offer,https://www.trendyol.com/schussler/dr-tuzlari-nr-10-natriumsulfuricum-400-tablet-p-127508851,TRY,255,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,29,18,"2023-12-12 16:08:26",mineral-x-c106093
2709,https://schema.org/,Product,https://www.trendyol.com/aromel/l-theanine-100-gr-l-teanin-ekstra-saf-toz-form-p-728786179#baseproduct,"Aromel L-theanine | 100 Gr | ?l-teanin | Ekstra Saf Toz Form",https://cdn.dsmcdn.com/ty918/product/media/images/20230530/13/371367998/958231095/1/1_org_zoom.jpg,""Aromel L-theanine | 100 Gr | ?l-teanin | Ekstra Saf Toz Form yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",728786179,8682690033180,Brand,Aromel,https://www.trendyol.com/aromel/l-theanine-100-gr-l-teanin-ekstra-saf-toz-form-p-728786179,Offer,https://www.trendyol.com/aromel/l-theanine-100-gr-l-teanin-ekstra-saf-toz-form-p-728786179,TRY,668.25,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,2,1,1,"2023-12-12 16:08:27",mineral-x-c106093
2710,https://schema.org/,Product,https://www.trendyol.com/onvita/krom-pikolinat-200-mcg-p-143490899#baseproduct,"Onvita Krom Pikolinat 200 Mcg","https://cdn.dsmcdn.com/ty1015/product/media/images/prod/SPM/PIM/20231014/10/67bb9232-9e96-3464-967f-e3a105d4b57b/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1016/product/media/images/prod/SPM/PIM/20231014/10/abc8254d-c862-3ee4-8302-cd08c4e1525b/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1014/product/media/images/prod/SPM/PIM/20231014/10/5cb8863c-b412-3622-8281-63b279472d9f/1_org_zoom.jpg",""Onvita Krom Pikolinat 200 Mcg yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",143490899,8683148630043,Brand,Onvita,https://www.trendyol.com/onvita/krom-pikolinat-200-mcg-p-143490899,Offer,https://www.trendyol.com/onvita/krom-pikolinat-200-mcg-p-143490899,TRY,67.6,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.4,958,664,"2023-12-12 16:08:29",mineral-x-c106093
2711,https://schema.org/,Product,https://www.trendyol.com/himalayasgoji/megamax-besin-destegi-toz-karisim-240gr-24-gunluk-kullanim-p-43520207#baseproduct,"Himalayasgoji Megamax Besin Desteği Toz Karışım 240gr 24 Günlük Kullanım",https://cdn.dsmcdn.com/ty1011/product/media/images/prod/SPM/PIM/20231010/13/83a22817-10a5-3d13-8855-53ecaddc771e/1_org_zoom.jpg,""Himalayasgoji Megamax Besin Desteği Toz Karışım 240gr 24 Günlük Kullanım yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",43520207,8695523412697,Brand,Himalayasgoji,https://www.trendyol.com/himalayasgoji/megamax-besin-destegi-toz-karisim-240gr-24-gunluk-kullanim-p-43520207,Offer,https://www.trendyol.com/himalayasgoji/megamax-besin-destegi-toz-karisim-240gr-24-gunluk-kullanim-p-43520207,TRY,189,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,3.9,17,7,"2023-12-12 16:08:30",mineral-x-c106093
2712,https://schema.org/,Product,https://www.trendyol.com/vitabiotics/ultra-magnesium-60-tablet-p-132895899#baseproduct,"Vitabiotics Ultra Magnesium 60 Tablet",https://cdn.dsmcdn.com/ty855/product/media/images/20230501/9/336060890/228129680/1/1_org_zoom.jpg,""Vitabiotics Ultra Magnesium 60 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",132895899,5021265249817,Brand,Vitabiotics,https://www.trendyol.com/vitabiotics/ultra-magnesium-60-tablet-p-132895899,Offer,https://www.trendyol.com/vitabiotics/ultra-magnesium-60-tablet-p-132895899,TRY,140,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,76,44,"2023-12-12 16:08:32",mineral-x-c106093
2713,https://schema.org/,Product,https://www.trendyol.com/venatura/magnezyum-sitrat-ve-p5p-vitamin-b6-90-kapsul-p-282144350#baseproduct,"Venatura Magnezyum Sitrat Ve P5p (vitamin B6) 90 Kapsül","https://cdn.dsmcdn.com/ty401/product/media/images/20220414/14/91647268/448983722/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty397/product/media/images/20220414/14/91647268/448983722/2/2_org_zoom.jpg",""Venatura Magnezyum Sitrat Ve P5p (vitamin B6) 90 Kapsül yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",282144350,8683229901055,Brand,Venatura,https://www.trendyol.com/venatura/magnezyum-sitrat-ve-p5p-vitamin-b6-90-kapsul-p-282144350,Offer,https://www.trendyol.com/venatura/magnezyum-sitrat-ve-p5p-vitamin-b6-90-kapsul-p-282144350,TRY,261,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,414,249,"2023-12-12 16:08:33",mineral-x-c106093
2714,https://schema.org/,Product,https://www.trendyol.com/vitabiotics/feroglobin-liquid-p-138659794#baseproduct,"Vitabiotics Feroglobin Liquid","https://cdn.dsmcdn.com/ty714/product/media/images/20230204/12/273353509/236510201/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty714/product/media/images/20230204/12/273353491/236510201/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty714/product/media/images/20230204/12/273353505/236510201/2/2_org_zoom.jpg",""Vitabiotics Feroglobin Liquid yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",138659794,5021265251070,Brand,Vitabiotics,https://www.trendyol.com/vitabiotics/feroglobin-liquid-p-138659794,Offer,https://www.trendyol.com/vitabiotics/feroglobin-liquid-p-138659794,TRY,146.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,91,50,"2023-12-12 16:08:34",mineral-x-c106093
2715,https://schema.org/,Product,https://www.trendyol.com/natures-bounty/evening-primrose-oil-1000-mg-p-4080383#baseproduct,"Natures Bounty Evening Primrose Oil 1000 Mg",https://cdn.dsmcdn.com/ty1006/product/media/images/prod/SPM/PIM/20230927/12/0bd28bc9-2cc4-32ac-bbc5-720af3b70aa4/1_org_zoom.jpg,""Natures Bounty Evening Primrose Oil 1000 Mg yorumlarÄ±nÄ± inceleyin, Trendyol'a Ã¶zel indirimli fiyata satÄ±n alÄ±n."",4080383,074312073731,Brand,"Natures Bounty",https://www.trendyol.com/natures-bounty/evening-primrose-oil-1000-mg-p-4080383,Offer,https://www.trendyol.com/natures-bounty/evening-primrose-oil-1000-mg-p-4080383,TRY,290,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,134,67,"2023-12-12 16:08:35",mineral-x-c106093
2716,https://schema.org/,Product,https://www.trendyol.com/goodday/ferro-c-60-kapsul-takviye-edici-gida-p-753708575#baseproduct,""goodday FERRO' C 60 KAPSÜL TAKVİYE EDİCİ GIDA"","https://cdn.dsmcdn.com/ty1001/product/media/images/prod/SPM/PIM/20230915/20/b0163f88-8ed7-35eb-a8e8-9fa2b1c76e1f/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1001/product/media/images/prod/SPM/PIM/20230915/20/87d1712d-e65b-3792-894d-30afb4ca82d1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty999/product/media/images/prod/SPM/PIM/20230915/20/fc0256e8-fe31-39b3-a8eb-c2227208e2d4/1_org_zoom.jpg', 'https://",""goodday FERRO' C 60 KAPSÜL TAKVİYE EDİCİ GIDA yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",753708575,8682325885887,Brand,goodday,https://www.trendyol.com/goodday/ferro-c-60-kapsul-takviye-edici-gida-p-753708575,Offer,https://www.trendyol.com/goodday/ferro-c-60-kapsul-takviye-edici-gida-p-753708575,TRY,210,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,5,3,3,"2023-12-12 16:08:36",mineral-x-c106093
2717,https://schema.org/,Product,https://www.trendyol.com/schussler/drc-tuzlari-nr-9-natrium-phosphoricum-400-tablet-p-52342395#baseproduct,"Schüssler Drç Tuzları Nr:9 Natrium Phosphoricum 400 Tablet","https://cdn.dsmcdn.com/ty333/product/media/images/20220218/19/53228937/92903819/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty357/product/media/images/20220312/10/68498658/92903819/2/2_org_zoom.jpg",""Schüssler Drç Tuzları Nr:9 Natrium Phosphoricum 400 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",52342395,VST8680474330098,Brand,Schüssler,https://www.trendyol.com/schussler/drc-tuzlari-nr-9-natrium-phosphoricum-400-tablet-p-52342395,Offer,https://www.trendyol.com/schussler/drc-tuzlari-nr-9-natrium-phosphoricum-400-tablet-p-52342395,TRY,275,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,87,38,"2023-12-12 16:08:36",mineral-x-c106093
2718,https://schema.org/,Product,https://www.trendyol.com/aromel/hyaluronik-asit-25-gr-hyaluronic-acid-100-saf-toz-form-p-638054775#baseproduct,"Aromel Hyaluronik Asit | 25 Gr | ?hyaluronic Acid %100 Saf Toz Form",https://cdn.dsmcdn.com/ty706/product/media/images/20230128/21/268598839/843170660/1/1_org_zoom.jpg,""Aromel Hyaluronik Asit | 25 Gr | ?hyaluronic Acid %100 Saf Toz Form yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",638054775,8682690032978,Brand,Aromel,https://www.trendyol.com/aromel/hyaluronik-asit-25-gr-hyaluronic-acid-100-saf-toz-form-p-638054775,Offer,https://www.trendyol.com/aromel/hyaluronik-asit-25-gr-hyaluronic-acid-100-saf-toz-form-p-638054775,TRY,445.5,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,5,1,1,"2023-12-12 16:08:37",mineral-x-c106093
