id,@context,@type,@id,name,image,description,sku,gtin13,brand.@type,brandname,url,offers.@type,offers.url,offers.priceCurrency,offers.price,offers.itemCondition,offers.availability,aggregateRating.@type,aggregateRating.ratingValue,aggregateRating.ratingCount,aggregateRating.reviewCount,dt_created,kategori
2759,https://schema.org/,Product,https://www.trendyol.com/vita-ceel/magnezyum-complex-ve-kolajen-tip-1-3-iceren-kas-ve-kemik-sistemini-onarmaya-destek-diyet-takviyesi-p-786455502#baseproduct,"Vita Ceel Magnezyum Complex Ve Kolajen Tip 1, 3 IÃ§eren Kas Ve Kemik Sistemini Onarmaya Destek Diyet Takviyesi","https://cdn.dsmcdn.com/ty1085/product/media/images/prod/SPM/PIM/20231211/10/3cd7c545-8e11-3d08-9458-333e5ff6a980/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1084/product/media/images/prod/SPM/PIM/20231211/10/59903ce9-f705-3235-a11f-6c1bd24957eb/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1084/product/media/images/prod/SPM/PIM/20231211/10/ca709cba-fe61-34a2-8bea-45cb8594c10c/1_org_zoom.jpg', 'https:/",""Vita Ceel Magnezyum Complex Ve Kolajen Tip 1, 3 IÃ§eren Kas Ve Kemik Sistemini Onarmaya Destek Diyet Takviyesi yorumlarÄ±nÄ± inceleyin, Trendyol'a Ã¶zel indirimli fiyata satÄ±n alÄ±n."",786455502,8684149130358,Brand,"Vita Ceel",https://www.trendyol.com/vita-ceel/magnezyum-complex-ve-kolajen-tip-1-3-iceren-kas-ve-kemik-sistemini-onarmaya-destek-diyet-takviyesi-p-786455502,Offer,https://www.trendyol.com/vita-ceel/magnezyum-complex-ve-kolajen-tip-1-3-iceren-kas-ve-kemik-sistemini-onarmaya-destek-diyet-takviyesi-p-786455502,TRY,599.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,5,2,2,"2023-12-12 16:14:01",kolajen-x-c109664
2760,https://schema.org/,Product,https://www.trendyol.com/collagen-forte-platinum/collagen-complex-5-tip-kolajen-biotin-cinko-selenyum-vitamin-c-acai-90-tablet-p-676346651#baseproduct,"Collagen Forte Platinum Collagen Complex 5 Tip Kolajen, Biotin, Çinko, Selenyum, Vitamin C & Açai, 90 Tablet","https://cdn.dsmcdn.com/ty1009/product/media/images/prod/SPM/PIM/20231004/21/2c7a61d1-2151-3547-a48d-86f4728036ea/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1008/product/media/images/prod/SPM/PIM/20231004/21/ec9ddc47-c44a-3a0e-bcd9-67482a5c3003/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1009/product/media/images/prod/SPM/PIM/20231004/21/84f71cc2-7e25-30ed-9d95-3ffd7edc8b37/1_org_zoom.jpg', 'https:/",""Collagen Forte Platinum Collagen Complex 5 Tip Kolajen, Biotin, Çinko, Selenyum, Vitamin C & Açai, 90 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",676346651,8682340346813,Brand,"Collagen Forte Platinum",https://www.trendyol.com/collagen-forte-platinum/collagen-complex-5-tip-kolajen-biotin-cinko-selenyum-vitamin-c-acai-90-tablet-p-676346651,Offer,https://www.trendyol.com/collagen-forte-platinum/collagen-complex-5-tip-kolajen-biotin-cinko-selenyum-vitamin-c-acai-90-tablet-p-676346651,TRY,100,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.4,4426,2875,"2023-12-12 16:14:02",kolajen-x-c109664
2761,https://schema.org/,Product,https://www.trendyol.com/dr-henri/tip-ii-collagen-iceren-takviye-edici-gida-30-kapsul-kolajen-p-68196451#baseproduct,"Dr.Henri Tip Iı Collagen Içeren Takviye Edici Gıda 30 Kapsül Kolajen","https://cdn.dsmcdn.com/ty1025/product/media/images/prod/SPM/PIM/20231027/14/6ebd69da-59ef-372a-bdb7-ae3619bd8d0e/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1025/product/media/images/prod/SPM/PIM/20231027/14/c1ef0abc-5b1f-3a5b-ac32-977eda493787/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1025/product/media/images/prod/SPM/PIM/20231027/14/f40a7910-1ef5-3680-a2be-a35df59c7800/1_org_zoom.jpg', 'https:/",""Dr.Henri Tip Iı Collagen Içeren Takviye Edici Gıda 30 Kapsül Kolajen yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",68196451,8682139001442,Brand,Dr.Henri,https://www.trendyol.com/dr-henri/tip-ii-collagen-iceren-takviye-edici-gida-30-kapsul-kolajen-p-68196451,Offer,https://www.trendyol.com/dr-henri/tip-ii-collagen-iceren-takviye-edici-gida-30-kapsul-kolajen-p-68196451,TRY,284.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,13,9,"2023-12-12 16:14:03",kolajen-x-c109664
2762,https://schema.org/,Product,https://www.trendyol.com/collagen-forte-platinum/multi-collagen-complex-probiyotik-cinko-selenyum-vitamin-c-e-d3-hyaluronik-asit-90-tablet-p-380425464#baseproduct,"Collagen Forte Platinum Multi Collagen Complex, Probiyotik, Ã‡inko, Selenyum, Vitamin C,e,d3 & HyalÃ¼ronik Asit 90 Tablet","https://cdn.dsmcdn.com/ty1010/product/media/images/prod/SPM/PIM/20231004/21/1d2057bb-ae35-384e-a10d-0aeaaa4bf368/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1010/product/media/images/prod/SPM/PIM/20231004/21/d8de4669-ded1-3f17-ba4c-a1a20a439172/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1008/product/media/images/prod/SPM/PIM/20231004/21/a8962370-98fe-316d-ab53-e518c13f0a31/1_org_zoom.jpg', 'https:/",""Collagen Forte Platinum Multi Collagen Complex, Probiyotik, Ã‡inko, Selenyum, Vitamin C,e,d3 & HyalÃ¼ronik Asit 90 Tablet yorumlarÄ±nÄ± inceleyin, Trendyol'a Ã¶zel indirimli fiyata satÄ±n alÄ±n."",380425464,8682340346325,Brand,"Collagen Forte Platinum",https://www.trendyol.com/collagen-forte-platinum/multi-collagen-complex-probiyotik-cinko-selenyum-vitamin-c-e-d3-hyaluronik-asit-90-tablet-p-380425464,Offer,https://www.trendyol.com/collagen-forte-platinum/multi-collagen-complex-probiyotik-cinko-selenyum-vitamin-c-e-d3-hyaluronik-asit-90-tablet-p-380425464,TRY,164.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.5,4826,3364,"2023-12-12 16:14:04",kolajen-x-c109664
2763,https://schema.org/,Product,https://www.trendyol.com/nutraxin/hidrolize-kolajen-30-tablet-tip1-tip3-p-103392889#baseproduct,"Nutraxin Hidrolize Kolajen 30 Tablet Tip1 Tip3","https://cdn.dsmcdn.com/ty1068/product/media/images/prod/SPM/PIM/20231129/15/02e99a84-0fa8-3361-962d-267a7719b45c/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1068/product/media/images/prod/SPM/PIM/20231129/15/9cd36427-d42d-31f9-8293-c640dd1c58e2/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1069/product/media/images/prod/SPM/PIM/20231129/15/de3601e2-ca8e-364c-9942-430ce96ea37f/1_org_zoom.jpg",""Nutraxin Hidrolize Kolajen 30 Tablet Tip1 Tip3 yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",103392889,8680512630357,Brand,Nutraxin,https://www.trendyol.com/nutraxin/hidrolize-kolajen-30-tablet-tip1-tip3-p-103392889,Offer,https://www.trendyol.com/nutraxin/hidrolize-kolajen-30-tablet-tip1-tip3-p-103392889,TRY,160,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,1884,1148,"2023-12-12 16:14:06",kolajen-x-c109664
2764,https://schema.org/,Product,https://www.trendyol.com/zuber/kolajen-bar-deneme-paketi-12-adet-x-35gr-p-68316758#baseproduct,"Züber Kolajen Bar Deneme Paketi - 12 Adet X 35gr",https://cdn.dsmcdn.com/ty1072/product/media/images/prod/SPM/PIM/20231201/00/e52e6e89-debd-3cb9-8453-5ddde71748d3/1_org_zoom.jpg,""Züber Kolajen Bar Deneme Paketi - 12 Adet X 35gr yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",68316758,8681630101990,Brand,Züber,https://www.trendyol.com/zuber/kolajen-bar-deneme-paketi-12-adet-x-35gr-p-68316758,Offer,https://www.trendyol.com/zuber/kolajen-bar-deneme-paketi-12-adet-x-35gr-p-68316758,TRY,184,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,353,229,"2023-12-12 16:14:07",kolajen-x-c109664
2765,https://schema.org/,Product,https://www.trendyol.com/voop/collagen-tip-1-ve-tip-3-5500-mg-nar-aromali-hyaluronic-asit-q10-biotin-cinko-one-shot-1x40-ml-p-673685629#baseproduct,"VOOP Collagen Tip 1 Ve Tip 3 5500 Mg Nar Aromalı Hyaluronic Asit+q10+biotin+çinko One Shot 1x40 ml","https://cdn.dsmcdn.com/ty988/product/media/images/jpim-outputs/assets/product/media/images/20230822/15/406174601/891125955/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty987/product/media/images/jpim-outputs/assets/product/media/images/20230822/15/406174632/891125955/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty988/product/media/images/jpim-outputs/assets/product/media/images/20230822/15/406174672/8",""VOOP Collagen Tip 1 Ve Tip 3 5500 Mg Nar Aromalı Hyaluronic Asit+q10+biotin+çinko One Shot 1x40 ml yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",673685629,8682887519343,Brand,VOOP,https://www.trendyol.com/voop/collagen-tip-1-ve-tip-3-5500-mg-nar-aromali-hyaluronic-asit-q10-biotin-cinko-one-shot-1x40-ml-p-673685629,Offer,https://www.trendyol.com/voop/collagen-tip-1-ve-tip-3-5500-mg-nar-aromali-hyaluronic-asit-q10-biotin-cinko-one-shot-1x40-ml-p-673685629,TRY,34.5,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.9,2387,2323,"2023-12-12 16:14:08",kolajen-x-c109664
2766,https://schema.org/,Product,https://www.trendyol.com/santa/collagen-gold-complex-5tip-kolajen-c-vitamini-hyaluronik-asit-cinko-biotin-selenyum-500-mg-p-770662982#baseproduct,"SANTA Collagen Gold Complex, 5Tip Kolajen, C Vitamini, Hyaluronik Asit, Çinko, Biotin, Selenyum, 500 Mg","https://cdn.dsmcdn.com/ty1071/product/media/images/prod/SPM/PIM/20231130/20/38fdbc60-626e-306e-9deb-59c9802539b6/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1071/product/media/images/prod/SPM/PIM/20231130/20/ca96397e-eab3-3d5b-8873-76c9b6071481/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1071/product/media/images/prod/SPM/PIM/20231130/20/c4417875-ac32-38b2-bc23-062480a4a118/1_org_zoom.jpg', 'https:/",""SANTA Collagen Gold Complex, 5Tip Kolajen, C Vitamini, Hyaluronik Asit, Çinko, Biotin, Selenyum, 500 Mg yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",770662982,SCG90T1500MG,Brand,SANTA,https://www.trendyol.com/santa/collagen-gold-complex-5tip-kolajen-c-vitamini-hyaluronik-asit-cinko-biotin-selenyum-500-mg-p-770662982,Offer,https://www.trendyol.com/santa/collagen-gold-complex-5tip-kolajen-c-vitamini-hyaluronik-asit-cinko-biotin-selenyum-500-mg-p-770662982,TRY,171.09,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.9,26,26,"2023-12-12 16:14:08",kolajen-x-c109664
2767,https://schema.org/,Product,https://www.trendyol.com/day2day/day-2-day-the-collagen-all-body-toz-300-gr-p-88835987#baseproduct,"DAY2DAY Day 2 Day The Collagen All Body Toz 300 gr",https://cdn.dsmcdn.com/ty222/product/media/images/20211103/15/164864284/148507573/1/1_org_zoom.jpg,""DAY2DAY Day 2 Day The Collagen All Body Toz 300 gr yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",88835987,8697595876121,Brand,DAY2DAY,https://www.trendyol.com/day2day/day-2-day-the-collagen-all-body-toz-300-gr-p-88835987,Offer,https://www.trendyol.com/day2day/day-2-day-the-collagen-all-body-toz-300-gr-p-88835987,TRY,415,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.4,4369,2784,"2023-12-12 16:14:10",kolajen-x-c109664
2768,https://schema.org/,Product,https://www.trendyol.com/collajeune/beauty-balik-kolajeni-takviyesi-14-sase-x-10-000-mg-p-34477151#baseproduct,"COLLAJEUNE ® Beauty - Balık Kolajeni Takviyesi (14 Saşe X 10.000 Mg)",https://cdn.dsmcdn.com/ty591/product/media/images/20221107/18/209620768/61678283/1/1_org_zoom.jpg,""COLLAJEUNE ® Beauty - Balık Kolajeni Takviyesi (14 Saşe X 10.000 Mg) yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",34477151,8699273800114,Brand,COLLAJEUNE,https://www.trendyol.com/collajeune/beauty-balik-kolajeni-takviyesi-14-sase-x-10-000-mg-p-34477151,Offer,https://www.trendyol.com/collajeune/beauty-balik-kolajeni-takviyesi-14-sase-x-10-000-mg-p-34477151,TRY,390,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.5,97,70,"2023-12-12 16:14:11",kolajen-x-c109664
2769,https://schema.org/,Product,https://www.trendyol.com/collagen-forte-platinum/5-tip-kolajen-complex-tip-1-2-3-5-ve-tip-10-biotin-cinko-selenyum-vitamin-c-acai-90-tablet-p-756954110#baseproduct,"Collagen Forte Platinum 5 Tip Kolajen Complex Tip 1,2,3,5 Ve Tip 10 Biotin, Çinko, Selenyum, Vitamin C & Açai, 90 Tablet","https://cdn.dsmcdn.com/ty1010/product/media/images/prod/SPM/PIM/20231004/22/aa691927-3772-398c-b85d-f9696ff863c0/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1010/product/media/images/prod/SPM/PIM/20231004/22/8491e9e9-c720-386c-bfe8-1d9cc8521558/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1010/product/media/images/prod/SPM/PIM/20231004/22/bfaf4ae0-4481-3779-bff2-a216b3e79bc4/1_org_zoom.jpg', 'https:/",""Collagen Forte Platinum 5 Tip Kolajen Complex Tip 1,2,3,5 Ve Tip 10 Biotin, Çinko, Selenyum, Vitamin C & Açai, 90 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",756954110,8682340348213,Brand,"Collagen Forte Platinum",https://www.trendyol.com/collagen-forte-platinum/5-tip-kolajen-complex-tip-1-2-3-5-ve-tip-10-biotin-cinko-selenyum-vitamin-c-acai-90-tablet-p-756954110,Offer,https://www.trendyol.com/collagen-forte-platinum/5-tip-kolajen-complex-tip-1-2-3-5-ve-tip-10-biotin-cinko-selenyum-vitamin-c-acai-90-tablet-p-756954110,TRY,112.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.5,200,121,"2023-12-12 16:14:12",kolajen-x-c109664
2770,https://schema.org/,Product,https://www.trendyol.com/dermavit-collagen/5-tip-kolajen-tip-1-tip-2-tip-3-tip-5-tip-10-selenyum-c-vitamini-ve-cinko-90-tablet-p-784933907#baseproduct,"Dermavit Collagen 5 Tip Kolajen Tip 1, Tip 2, Tip 3, Tip 5 ,tip 10, ( Selenyum , C Vitamini Ve Ã‡inko ) 90 Tablet","https://cdn.dsmcdn.com/ty1072/product/media/images/prod/SPM/PIM/20231130/23/05839afb-40b4-37b9-b951-80061959f3e9/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1072/product/media/images/prod/SPM/PIM/20231130/23/324bc439-0a48-37ee-a62e-af75abc3cf37/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1071/product/media/images/prod/SPM/PIM/20231130/23/49cda7b9-9823-35b0-bc18-8c3ede8a0e6b/1_org_zoom.jpg', 'https:/",""Dermavit Collagen 5 Tip Kolajen Tip 1, Tip 2, Tip 3, Tip 5 ,tip 10, ( Selenyum , C Vitamini Ve Ã‡inko ) 90 Tablet yorumlarÄ±nÄ± inceleyin, Trendyol'a Ã¶zel indirimli fiyata satÄ±n alÄ±n."",784933907,kolajen01,Brand,"Dermavit Collagen",https://www.trendyol.com/dermavit-collagen/5-tip-kolajen-tip-1-tip-2-tip-3-tip-5-tip-10-selenyum-c-vitamini-ve-cinko-90-tablet-p-784933907,Offer,https://www.trendyol.com/dermavit-collagen/5-tip-kolajen-tip-1-tip-2-tip-3-tip-5-tip-10-selenyum-c-vitamini-ve-cinko-90-tablet-p-784933907,TRY,230,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,5,38,38,"2023-12-12 16:14:13",kolajen-x-c109664
2771,https://schema.org/,Product,https://www.trendyol.com/suda-collagen/multiform-90-tablet-p-33641937#baseproduct,"Suda Collagen Multiform 90 Tablet","https://cdn.dsmcdn.com/ty437/product/media/images/20220519/14/113557985/60362460/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty437/product/media/images/20220519/14/113557985/60362460/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty436/product/media/images/20220519/14/113557985/60362460/3/3_org_zoom.jpg",""Suda Collagen Multiform 90 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",33641937,8681571353959,Brand,"Suda Collagen",https://www.trendyol.com/suda-collagen/multiform-90-tablet-p-33641937,Offer,https://www.trendyol.com/suda-collagen/multiform-90-tablet-p-33641937,TRY,304.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.5,20242,12337,"2023-12-12 16:14:14",kolajen-x-c109664
2772,https://schema.org/,Product,https://www.trendyol.com/wiselab/hidrolize-tip-1-3-kolajen-273gr-p-52285934#baseproduct,"WiseLab Hidrolize Tip 1 - 3 Kolajen 273gr","https://cdn.dsmcdn.com/ty770/product/media/images/20230310/10/300262750/92776761/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty770/product/media/images/20230310/10/300262750/92776761/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty770/product/media/images/20230310/10/300262750/92776761/3/3_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty768/product/media/images/20230310/10/300262750/92776761/4/4_org_zoom.jpg",""WiseLab Hidrolize Tip 1 - 3 Kolajen 273gr yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",52285934,8680038015072,Brand,WiseLab,https://www.trendyol.com/wiselab/hidrolize-tip-1-3-kolajen-273gr-p-52285934,Offer,https://www.trendyol.com/wiselab/hidrolize-tip-1-3-kolajen-273gr-p-52285934,TRY,556,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,8,4,"2023-12-12 16:14:15",kolajen-x-c109664
2773,https://schema.org/,Product,https://www.trendyol.com/collagen-forte-platinum/premium-5-tip-kolajen-hyaluronik-asit-cinko-selenyum-vitamin-c-90-tablet-p-753595719#baseproduct,"Collagen Forte Platinum Premium 5 Tip Kolajen, Hyalüronik Asit, Çinko, Selenyum & Vitamin C, 90 Tablet","https://cdn.dsmcdn.com/ty1009/product/media/images/prod/SPM/PIM/20231004/22/37c0df1b-8d90-3c64-b381-f07705e390ac/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1010/product/media/images/prod/SPM/PIM/20231004/22/5c7d8e59-41ac-3568-954b-2bca9bd8e90a/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1008/product/media/images/prod/SPM/PIM/20231004/22/751022bd-ba80-34bb-8d5a-c9560b6b895a/1_org_zoom.jpg', 'https:/",""Collagen Forte Platinum Premium 5 Tip Kolajen, Hyalüronik Asit, Çinko, Selenyum & Vitamin C, 90 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",753595719,8682340346981,Brand,"Collagen Forte Platinum",https://www.trendyol.com/collagen-forte-platinum/premium-5-tip-kolajen-hyaluronik-asit-cinko-selenyum-vitamin-c-90-tablet-p-753595719,Offer,https://www.trendyol.com/collagen-forte-platinum/premium-5-tip-kolajen-hyaluronik-asit-cinko-selenyum-vitamin-c-90-tablet-p-753595719,TRY,299,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,154,93,"2023-12-12 16:14:16",kolajen-x-c109664
2774,https://schema.org/,Product,https://www.trendyol.com/natures-supreme/collagen-peptides-powder-300-gr-aromasiz-p-32626104#baseproduct,"Natures Supreme Collagen Peptides Powder 300 gr Aromasız","https://cdn.dsmcdn.com/ty323/product/media/images/20220204/5/43374852/58767244/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty321/product/media/images/20220204/5/43374852/58767244/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty323/product/media/images/20220204/5/43374852/58767244/3/3_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty323/product/media/images/20220204/5/43374852/58767244/4/4_org_zoom.jpg', 'http",""Natures Supreme Collagen Peptides Powder 300 gr Aromasız yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",32626104,8681763381388,Brand,"Natures Supreme",https://www.trendyol.com/natures-supreme/collagen-peptides-powder-300-gr-aromasiz-p-32626104,Offer,https://www.trendyol.com/natures-supreme/collagen-peptides-powder-300-gr-aromasiz-p-32626104,TRY,429,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,322,203,"2023-12-12 16:14:17",kolajen-x-c109664
2775,https://schema.org/,Product,https://www.trendyol.com/day2day/the-collagen-beauty-plus-30-tup-x-40-ml-p-83107977#baseproduct,"DAY2DAY The Collagen Beauty Plus 30 Tüp x 40 ml",https://cdn.dsmcdn.com/ty1004/product/media/images/prod/SPM/PIM/20230924/23/e00319ce-abac-3802-8f0d-fb1389798f0b/1_org_zoom.jpg,""DAY2DAY The Collagen Beauty Plus 30 Tüp x 40 ml yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",83107977,8697595876145,Brand,DAY2DAY,https://www.trendyol.com/day2day/the-collagen-beauty-plus-30-tup-x-40-ml-p-83107977,Offer,https://www.trendyol.com/day2day/the-collagen-beauty-plus-30-tup-x-40-ml-p-83107977,TRY,620,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.4,1595,1020,"2023-12-12 16:14:18",kolajen-x-c109664
2776,https://schema.org/,Product,https://www.trendyol.com/supra-protein/multi-collagen-complex-60-tablet-5-tip-kolajen-karisimi-hyaluronik-asit-vitamin-c-p-113691469#baseproduct,"Supra Protein Multi Collagen Complex 60 Tablet- 5 Tip Kolajen Karışımı + Hyaluronik Asit & Vitamin C","https://cdn.dsmcdn.com/ty1006/product/media/images/prod/SPM/PIM/20231001/10/896b259d-fe57-3020-b4c1-224cfddc559a/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1006/product/media/images/prod/SPM/PIM/20231001/10/29b970c5-7c76-378b-88d3-19acfbf1f949/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1006/product/media/images/prod/SPM/PIM/20231001/10/a7f15bae-5115-3814-88ea-0e95fe0a4060/1_org_zoom.jpg', 'https:/",""Supra Protein Multi Collagen Complex 60 Tablet- 5 Tip Kolajen Karışımı + Hyaluronik Asit & Vitamin C yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",113691469,8699856758276,Brand,"Supra Protein",https://www.trendyol.com/supra-protein/multi-collagen-complex-60-tablet-5-tip-kolajen-karisimi-hyaluronik-asit-vitamin-c-p-113691469,Offer,https://www.trendyol.com/supra-protein/multi-collagen-complex-60-tablet-5-tip-kolajen-karisimi-hyaluronik-asit-vitamin-c-p-113691469,TRY,329,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,2185,1369,"2023-12-12 16:14:19",kolajen-x-c109664
2777,https://schema.org/,Product,https://www.trendyol.com/day2day/the-collagen-beauty-intense-30-sase-p-38012949#baseproduct,"DAY2DAY The Collagen Beauty Intense 30 Saşe",https://cdn.dsmcdn.com/ty195/product/media/images/20211012/21/146117152/68307166/1/1_org_zoom.jpg,""DAY2DAY The Collagen Beauty Intense 30 Saşe yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",38012949,8697595876091,Brand,DAY2DAY,https://www.trendyol.com/day2day/the-collagen-beauty-intense-30-sase-p-38012949,Offer,https://www.trendyol.com/day2day/the-collagen-beauty-intense-30-sase-p-38012949,TRY,526.5,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.5,3442,2121,"2023-12-12 16:14:21",kolajen-x-c109664
2778,https://schema.org/,Product,https://www.trendyol.com/collagen-forte-platinum/premium-powder-toz-5-tip-kolajen-10-000mg-x-30-sase-orman-meyveli-aroma-p-757140003#baseproduct,"Collagen Forte Platinum Premium Powder (TOZ) 5 Tip Kolajen 10.000mg x 30 Şase, Orman Meyveli Aroma","https://cdn.dsmcdn.com/ty1015/product/media/images/prod/SPM/PIM/20231018/14/c34e5142-3a7f-3da1-9ce3-61a41613bcef/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1014/product/media/images/prod/SPM/PIM/20231018/14/75c19bfc-6679-360d-82f2-2419e2faaa6a/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1016/product/media/images/prod/SPM/PIM/20231018/14/f93fa9eb-d8d6-3f50-8994-01ef22ef56e1/1_org_zoom.jpg', 'https:/",""Collagen Forte Platinum Premium Powder (TOZ) 5 Tip Kolajen 10.000mg x 30 Şase, Orman Meyveli Aroma yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",757140003,8682340348169,Brand,"Collagen Forte Platinum",https://www.trendyol.com/collagen-forte-platinum/premium-powder-toz-5-tip-kolajen-10-000mg-x-30-sase-orman-meyveli-aroma-p-757140003,Offer,https://www.trendyol.com/collagen-forte-platinum/premium-powder-toz-5-tip-kolajen-10-000mg-x-30-sase-orman-meyveli-aroma-p-757140003,TRY,349,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.3,68,47,"2023-12-12 16:14:21",kolajen-x-c109664
2779,https://schema.org/,Product,https://www.trendyol.com/narcissa/hydrolize-collagen-100-saf-marine-collagen-hidrolize-peptitler-iceren-sivi-kolajen-400ml-p-767149571#baseproduct,"Narcissa Hydrolize Collagen - %100 Saf Marine Collagen, Hidrolize Peptitler Içeren Sıvı Kolajen 400ML","https://cdn.dsmcdn.com/ty1058/product/media/images/prod/SPM/PIM/20231120/17/72731bf8-8661-3d42-84e3-5a757bfc15d4/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1057/product/media/images/prod/SPM/PIM/20231120/17/46e84b2a-d6cc-3b75-986b-beb1606447dc/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1058/product/media/images/prod/SPM/PIM/20231120/17/95aa9049-b7cd-305b-8f84-71867b803239/1_org_zoom.jpg', 'https:/",""Narcissa Hydrolize Collagen - %100 Saf Marine Collagen, Hidrolize Peptitler Içeren Sıvı Kolajen 400ML yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",767149571,8683690485085,Brand,Narcissa,https://www.trendyol.com/narcissa/hydrolize-collagen-100-saf-marine-collagen-hidrolize-peptitler-iceren-sivi-kolajen-400ml-p-767149571,Offer,https://www.trendyol.com/narcissa/hydrolize-collagen-100-saf-marine-collagen-hidrolize-peptitler-iceren-sivi-kolajen-400ml-p-767149571,TRY,389,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,612,518,"2023-12-12 16:14:24",kolajen-x-c109664
